actions,calories,carbs,fat,name,restaurant
http://chubbygrub.com/food/or-chicken-thigh/,250,7,17,OR Chicken- Thigh,KFC
http://chubbygrub.com/food/or-chicken-whole-wing/,120,3,7,OR Chicken- Whole Wing,KFC
http://chubbygrub.com/food/or-chicken-breast-without-skin-or-breading/,160,2,3.5,OR Chicken-Breast without skin or breading,KFC
http://chubbygrub.com/food/orange-chicken-2/,420,43,21,Orange Chicken,Panda Express
http://chubbygrub.com/food/original-breast-2/,200,3,11,Original Breast,Church's
http://chubbygrub.com/food/original-leg-2/,110,3,6,Original Leg,Church's
http://chubbygrub.com/food/original-thigh-2/,330,8,23,Original Thigh,Church's
http://chubbygrub.com/food/original-wing-2/,300,7,18,Original Wing,Church's
http://chubbygrub.com/food/petite-chicken-fresco/,397,25,21,Petite Chicken Fresco,Ruby Tuesday
http://chubbygrub.com/food/petite-chicken-fresco-fandt/,397,25,21,Petite Chicken Fresco – F&T,Ruby Tuesday
http://chubbygrub.com/food/jr-cheeseburger/,290,26,13,Jr. Cheeseburger,Wendy's
http://chubbygrub.com/food/jr-cheeseburger-deluxe/,350,28,19,Jr. Cheeseburger Deluxe,Wendy's
http://chubbygrub.com/food/jr-hamburger/,260,25,10,Jr. Hamburger,Wendy's
http://chubbygrub.com/food/jumbo-chili-dog-2/,380,24,25,Jumbo Chili Dog,Hardee's
http://chubbygrub.com/food/jumbo-jack/,500,45,27,Jumbo Jack®,Jack in the Box
http://chubbygrub.com/food/jumbo-jack-2/,500,45,27,Jumbo Jack®,Jack in the Box
http://chubbygrub.com/food/jumbo-jack-with-cheese/,580,45,34,Jumbo Jack® with Cheese,Jack in the Box
http://chubbygrub.com/food/jumbo-jack-with-cheese-2/,580,45,34,Jumbo Jack® with Cheese,Jack in the Box
http://chubbygrub.com/food/jumbo-lump-crab-burger/,736,62,43,Jumbo Lump Crab Burger,Ruby Tuesday
http://chubbygrub.com/food/bella-chicken-omelet/,1262,23,53,Bella Chicken Omelet,Ruby Tuesday
http://chubbygrub.com/food/berry-good-yogurt-parfait/,162,28,3,Berry Good Yogurt Parfait,Ruby Tuesday
http://chubbygrub.com/food/big-breakfast-with-hotcakes/,1090,111,56,Big Breakfast with Hotcakes,McDonald's
http://chubbygrub.com/food/big-breakfast-with-hotcakes-2/,1150,116,60,Big Breakfast with Hotcakes,McDonald's
http://chubbygrub.com/food/big-breakfast/,740,51,48,Big Breakfast®,McDonald's
http://chubbygrub.com/food/big-breakfast-2/,800,56,52,Big Breakfast®,McDonald's
http://chubbygrub.com/food/big-country-breakfast-3/,1130,104,62,Big Country Breakfast,IHOP
http://chubbygrub.com/food/big-country-breakfast-4/,1130,104,62,Big Country Breakfast,IHOP
http://chubbygrub.com/food/big-country-breakfast-platter-bacon-2/,810,74,40,Big Country® Breakfast Platter – Bacon*,Hardee's
http://chubbygrub.com/food/big-steak-omelette-2/,1220,54,82,Big Steak Omelette,IHOP
http://chubbygrub.com/food/big-two-egg-breakfast-2/,880,80,50,Big Two-Egg Breakfast,IHOP
http://chubbygrub.com/food/biscuit-n-gravy/,440,,22,Biscuit ‘N’ Gravy™,Carl's Jr.
http://chubbygrub.com/food/biscuit-with-chicken-fritter-chicken-biscuit/,400,39,20,Biscuit – w/ Chicken Fritter (Chicken Biscuit),Burger King
http://chubbygrub.com/food/biscuit-n-gravy-3/,410,50,23,Biscuit ‘N’ Gravy™,Hardee's
http://chubbygrub.com/food/biscuits-and-gravy/,730,64,47,Biscuits & Gravy,Dairy Queen
http://chubbygrub.com/food/biscuits-and-gravy-combo-withcountry-gravy-2/,1420,99,95,Biscuits & Gravy Combo w/Country Gravy,IHOP
http://chubbygrub.com/food/biscuits-and-gravy-combo-withsausage-gravy-2/,1530,105,103,Biscuits & Gravy Combo w/Sausage Gravy,IHOP
http://chubbygrub.com/food/biscuits-2-and-sausage-gravy-platter/,680,76,35,Biscuits (2) & Sausage Gravy Platter,Burger King
http://chubbygrub.com/food/biscuit-with-breakfast-steak-country-fried-steak/,650,50,38,Biscuit‐ w/ Breakfast Steak (Country Fried Steak),Burger King
http://chubbygrub.com/food/fire-grilled-corn-guacamole-with-chips/,1400,151,84,Fire-Grilled Corn Guacamole w/ Chips,Chili's
http://chubbygrub.com/food/five-cheese-marinara-dipping-sauce/,190,10,15,Five Cheese Marinara Dipping Sauce,Olive Garden
http://chubbygrub.com/food/four-way-sampler/,288,18,14,Four Way Sampler,Ruby Tuesday
http://chubbygrub.com/food/fresh-guacamole-dip/,293,28,19,Fresh Guacamole Dip,Ruby Tuesday
http://chubbygrub.com/food/fried-cheese-with-marinara-sauce/,660,54,35,Fried Cheese w/ Marinara Sauce,Chili's
http://chubbygrub.com/food/fried-green-tomatoes/,585,74,23,Fried Green Tomatoes,FATZ
http://chubbygrub.com/food/fried-mozzarella/,101,10,4,Fried Mozzarella,Ruby Tuesday
http://chubbygrub.com/food/fried-oysters/,1060,104,64,Fried Oysters,Joe's Crab Shack
http://chubbygrub.com/food/garlic-calamari/,636,56,32,Garlic Calamari,FATZ
http://chubbygrub.com/food/garlicky-mussels/,880,81,42,Garlicky Mussels,Joe's Crab Shack
http://chubbygrub.com/food/goat-cheese-peppadew-peppers/,360,42,18,Goat Cheese Peppadew Peppers,Romano's Macaroni Grill
http://chubbygrub.com/food/great-balls-of-fire/,970,75,66,Great Balls of Fire,Joe's Crab Shack
http://chubbygrub.com/food/grilled-chicken-flatbread/,760,47,44,Grilled Chicken Flatbread,Olive Garden
http://chubbygrub.com/food/grilled-chicken-wonton-tacos/,590,58,24,Grilled Chicken Wonton Tacos,Applebee's
http://chubbygrub.com/food/grilled-shrimp-on-the-barbie/,147,12,8,Grilled Shrimp On The Barbie,Outback Steakhouse
http://chubbygrub.com/food/guacamole-and-salsa-with-chips/,780,87,46,Guacamole & Salsa with Chips,Red Robin Gourmet Burgers
http://chubbygrub.com/food/half-size-sampler-add-sauce/,870,84,42,Half Size Sampler™ (add sauce),Denny's
http://chubbygrub.com/food/half-size-zesty-nachos/,670,70,30,Half Size Zesty Nachos,Denny's
http://chubbygrub.com/food/hot-artichoke-spinach-dip/,650,68,31,Hot Artichoke-Spinach Dip,Olive Garden
http://chubbygrub.com/food/plain-grilled-chicken/,226,0,4,Plain Grilled Chicken,Ruby Tuesday
http://chubbygrub.com/food/popcorn-chicken-individual/,400,18,26,Popcorn Chicken-Individual,KFC
http://chubbygrub.com/food/popcorn-chicken-kids/,260,12,17,Popcorn Chicken-Kids,KFC
http://chubbygrub.com/food/popcorn-chicken-large/,560,26,37,Popcorn Chicken-Large,KFC
http://chubbygrub.com/food/potato-chicken-2/,190,19,9,Potato Chicken,Panda Express
http://chubbygrub.com/food/prime-cut-chicken-tenders-3/,360,31,17,Prime-Cut™ Chicken Tenders (3),Arby's
http://chubbygrub.com/food/prime-cut-chicken-tenders-5/,610,52,28,Prime-Cut™ Chicken Tenders (5),Arby's
http://chubbygrub.com/food/riblet-and-chicken-tenders-basket/,1295,103,73,Riblet and Chicken Tenders Basket,Applebee's
http://chubbygrub.com/food/riblet-and-chicken-tenders-platter/,1800,136,101,Riblet and Chicken Tenders Platter,Applebee's
http://chubbygrub.com/food/roasted-chicken-bites/,280,9,11,Roasted Chicken Bites,Bojangle's Famous Chicken 'n Biscuits
http://chubbygrub.com/food/skinless-chicken-breast/,179,1,3.7,Skinless Chicken Breast,El Pollo Loco
http://chubbygrub.com/food/skinless-chicken-breast-2/,179,1,3.7,Skinless Chicken Breast,El Pollo Loco
http://chubbygrub.com/food/small-world-famous-calabash-chicken-tray/,269,31,5,Small World Famous Calabash Chicken Tray,FATZ
http://chubbygrub.com/food/smothered-grilled-chicken/,860,61,41,Smothered Grilled Chicken,Applebee's
http://chubbygrub.com/food/spicy-breast-2/,320,12,20,Spicy Breast,Church's
http://chubbygrub.com/food/spicy-crispy-breast/,420,12,25,Spicy Crispy- Breast,KFC
http://chubbygrub.com/food/spicy-crispy-drumstick/,160,5,10,Spicy Crispy- Drumstick,KFC
http://chubbygrub.com/food/kids-cheeseburger-3/,290,26,13,Kids’ Cheeseburger,Wendy's
http://chubbygrub.com/food/kids-hamburger-3/,250,25,10,Kids’ Hamburger,Wendy's
http://chubbygrub.com/food/lettuce-wrap-your-burger/,422,8,27,Lettuce-Wrap Your Burger,Red Robin Gourmet Burgers
http://chubbygrub.com/food/little-bacon-burger/,560,39,33,Little Bacon Burger,Five Guys Burgers and Fries
http://chubbygrub.com/food/little-bacon-cheeseburger/,630,39.5,39,Little Bacon Cheeseburger,Five Guys Burgers and Fries
http://chubbygrub.com/food/little-cheeseburger/,550,39.5,32,Little Cheeseburger,Five Guys Burgers and Fries
http://chubbygrub.com/food/little-hamburger/,480,39,26,Little Hamburger,Five Guys Burgers and Fries
http://chubbygrub.com/food/little-thick-cheeseburger-2/,430,34,23,Little Thick Cheeseburger,Hardee's
http://chubbygrub.com/food/little-thickburger-2/,570,34,39,Little Thickburger®,Hardee's
http://chubbygrub.com/food/mcdouble/,390,33,19,McDouble,McDonald's
http://chubbygrub.com/food/monster-bacon-n-beef-cheeseburger-withbacon-patty-2/,1270,49,86,Monster Bacon’N Beef™ Cheeseburger w/Bacon Patty,IHOP
http://chubbygrub.com/food/monster-bacon-n-beef-cheeseburger-withbeef-patty-2/,1190,46,80,Monster Bacon’N Beef™ Cheeseburger w/Beef Patty,IHOP
http://chubbygrub.com/food/mushroom-swiss-burger-add-choices/,860,51,48,Mushroom Swiss Burger (add choices),Denny's
http://chubbygrub.com/food/mushroom-swiss-burger-with-fries/,1540,126,88,Mushroom-Swiss Burger w/ fries,Chili's
http://chubbygrub.com/food/natural-burger/,571,52,24,Natural Burger,Red Robin Gourmet Burgers
http://chubbygrub.com/food/old-fashioned-cheeseburger/,1049,46,70,Old Fashioned Cheeseburger,FATZ
http://chubbygrub.com/food/oldtimer-burger-with-fries/,1310,128,65,Oldtimer® Burger w/ fries,Chili's
http://chubbygrub.com/food/original-bacon-cheeseburger/,530,39,30,Original Bacon Cheeseburger,A&W Restaurants
http://chubbygrub.com/food/original-bacon-double-cheeseburger/,760,45,45,Original Bacon Double Cheeseburger,A&W Restaurants
http://chubbygrub.com/food/biscuit-with-country-ham-1-sl-and-egg-and-cheese/,470,33,26,Biscuit‐ w/ Country Ham (1 sl) & Egg and Cheese,Burger King
http://chubbygrub.com/food/bkegg-and-cheese-muffin/,290,24,14,BK®Egg and Cheese Muffin,Burger King
http://chubbygrub.com/food/bk-breakfast-bowl/,540,17,42,BK™ Breakfast Bowl,Burger King
http://chubbygrub.com/food/bk-breakfast-burrito-bacon-egg-cheese-and-salsa/,300,24,16,"BK™ Breakfast Burrito ‐ Bacon, Egg, Cheese, & Salsa",Burger King
http://chubbygrub.com/food/bk-breakfast-burrito-potato-egg-cheese-and-salsa/,320,29,17,"BK™ Breakfast Burrito ‐ Potato, Egg, Cheese, & Salsa",Burger King
http://chubbygrub.com/food/bk-breakfast-burrito-sausage-egg-cheese-and-salsa/,440,25,29,"BK™ Breakfast Burrito ‐ Sausage, Egg, Cheese & Salsa",Burger King
http://chubbygrub.com/food/bk-breakfast-ciabatta-club-sandwich/,480,41,23,BK™ Breakfast Ciabatta Club Sandwich,Burger King
http://chubbygrub.com/food/bk-breakfast-platter/,810,57,54,BK™ Breakfast Platter,Burger King
http://chubbygrub.com/food/bk-ultimate-breakfast-platter/,1310,134,72,BK™ Ultimate Breakfast Platter,Burger King
http://chubbygrub.com/food/blueberry-bagel-lf-vg/,340,73,2,"Blueberry Bagel – LF, VG",Corner Bakery Cafe
http://chubbygrub.com/food/blueberry-muffin-2/,320,41,15,Blueberry Muffin,Atlanta Bread Company
http://chubbygrub.com/food/blueberry-muffin-v/,510,70,22,Blueberry Muffin – V,Corner Bakery Cafe
http://chubbygrub.com/food/blueberry-muffin-top-2/,250,31,12,Blueberry Muffin Top,Atlanta Bread Company
http://chubbygrub.com/food/breakfast-burger/,810,,42,Breakfast Burger™,Carl's Jr.
http://chubbygrub.com/food/breakfast-jack/,280,30,11,Breakfast Jack®,Jack in the Box
http://chubbygrub.com/food/breakfast-pita-pocket/,450,32,23,Breakfast Pita Pocket,Jack in the Box
http://chubbygrub.com/food/breakfast-potatoes-vg-g/,140,140,140,"Breakfast Potatoes – VG, G",Corner Bakery Cafe
http://chubbygrub.com/food/hot-spinach-and-artichoke-dip-with-chips/,1610,139,103,Hot Spinach & Artichoke Dip w/ Chips,Chili's
http://chubbygrub.com/food/italian-sampler/,980,122,29,Italian Sampler,Fazoli's
http://chubbygrub.com/food/jumbo-lump-crab-cake/,96,4,7,Jumbo Lump Crab Cake,Ruby Tuesday
http://chubbygrub.com/food/jump-starter-cheese-sticks/,603,48,33,Jump Starter Cheese Sticks,Red Robin Gourmet Burgers
http://chubbygrub.com/food/jump-starter-clam-strips/,670,42,50,Jump Starter Clam Strips,Red Robin Gourmet Burgers
http://chubbygrub.com/food/jump-starter-jalapeno-coins/,773,49,61,Jump Starter Jalapeno Coins,Red Robin Gourmet Burgers
http://chubbygrub.com/food/jump-starter-kettle-cooked-chips/,725,50,56,Jump Starter Kettle-Cooked Chips,Red Robin Gourmet Burgers
http://chubbygrub.com/food/jump-starter-mushrooms/,320,44,12,Jump Starter Mushrooms,Red Robin Gourmet Burgers
http://chubbygrub.com/food/jump-starter-onion-rings/,653,71,38,Jump Starter Onion Rings,Red Robin Gourmet Burgers
http://chubbygrub.com/food/jump-starter-zucchini/,435,15,39,Jump Starter Zucchini,Red Robin Gourmet Burgers
http://chubbygrub.com/food/just-in-quesadilla-vegetarian/,938,77,53,Just-In Quesadilla Vegetarian,Red Robin Gourmet Burgers
http://chubbygrub.com/food/just-in-quesadilla-with-chicken/,1136,78,60,Just-In Quesadilla w/Chicken,Red Robin Gourmet Burgers
http://chubbygrub.com/food/large-fiesta-nachos/,1637,188,78,Large Fiesta Nachos,FATZ
http://chubbygrub.com/food/large-fiesta-nachos-with-beef/,1989,205,100,Large Fiesta Nachos with Beef,FATZ
http://chubbygrub.com/food/large-fiesta-nachos-with-chicken/,1955,190,97,Large Fiesta Nachos with Chicken,FATZ
http://chubbygrub.com/food/lasagna-fritta/,1030,82,63,Lasagna Fritta,Olive Garden
http://chubbygrub.com/food/spicy-crispy-thigh/,360,13,27,Spicy Crispy- Thigh,KFC
http://chubbygrub.com/food/spicy-crispy-whole-wing/,170,6,12,Spicy Crispy- Whole Wing,KFC
http://chubbygrub.com/food/spicy-leg-2/,180,8,11,Spicy Leg,Church's
http://chubbygrub.com/food/spicy-tender-strips-2/,140,7,7,Spicy Tender Strips™,Church's
http://chubbygrub.com/food/spicy-tenders-3-pcs/,310,16,15,Spicy Tenders (3 Pcs),Popeye's
http://chubbygrub.com/food/spicy-thigh-2/,480,20,35,Spicy Thigh,Church's
http://chubbygrub.com/food/spicy-wing-2/,430,17,27,Spicy Wing,Church's
http://chubbygrub.com/food/string-bean-chicken-breast-2/,160,12,6,String Bean Chicken Breast,Panda Express
http://chubbygrub.com/food/supreme/,90,8,3,Supreme,Bojangle's Famous Chicken 'n Biscuits
http://chubbygrub.com/food/sweet-and-bold-bbq-hb-chicken-tender-wrapper/,290,,13,Sweet & Bold BBQ HB Chicken Tender™ Wrapper,Carl's Jr.
http://chubbygrub.com/food/sweet-and-sour-chicken-breast/,380,40,17,Sweet & Sour Chicken Breast,Panda Express
http://chubbygrub.com/food/sweetfire-chicken-breast-2/,440,53,18,SweetFire Chicken Breast™,Panda Express
http://chubbygrub.com/food/tacos-2/,330,18,23,Tacos (2),Burger King
http://chubbygrub.com/food/tender-strips-2/,120,6,6,Tender Strips™,Church's
http://chubbygrub.com/food/thigh/,370,12,26,Thigh,Bojangle's Famous Chicken 'n Biscuits
http://chubbygrub.com/food/weight-watchers-chipotle-lime-chicken/,490,51,12,Weight Watchers® Chipotle Lime Chicken,Applebee's
http://chubbygrub.com/food/wing/,200,10,13,Wing,Bojangle's Famous Chicken 'n Biscuits
http://chubbygrub.com/food/world-famous-calabash-chicken/,808,94,16,World Famous Calabash Chicken,FATZ
http://chubbygrub.com/food/world-famous-calabash-chicken-slider-tray/,201,24,7,World Famous Calabash Chicken Slider Tray,FATZ
http://chubbygrub.com/food/original-cheeseburger/,400,34,18,Original Cheeseburger,Dairy Queen
http://chubbygrub.com/food/original-double-cheeseburger/,680,44,38,Original Double Cheeseburger,A&W Restaurants
http://chubbygrub.com/food/original-double-cheeseburger-2/,630,34,34,Original Double Cheeseburger,Dairy Queen
http://chubbygrub.com/food/original-turkey-burger-2/,460,47,17,Original Turkey Burger,Hardee's
http://chubbygrub.com/food/papa-burger/,690,44,39,Papa Burger®,A&W Restaurants
http://chubbygrub.com/food/papa-single-burger/,470,38,25,Papa Single Burger,A&W Restaurants
http://chubbygrub.com/food/patty-melt-add-choices/,1040,41,73,Patty Melt (add choices),Denny's
http://chubbygrub.com/food/philly-burger/,1130,70,67,Philly Burger,Applebee's
http://chubbygrub.com/food/pub-burger/,957,57,55,Pub Burger,Red Robin Gourmet Burgers
http://chubbygrub.com/food/quarter-pounder-with-cheese/,510,40,26,Quarter Pounder® with Cheese,McDonald's
http://chubbygrub.com/food/quesadilla-burger/,1240,44,103,Quesadilla Burger,Applebee's
http://chubbygrub.com/food/red-robin-bacon-cheeseburger/,1036,52,69,Red Robin Bacon Cheeseburger,Red Robin Gourmet Burgers
http://chubbygrub.com/food/rodeo-cheeseburger/,350,37,17,Rodeo Cheeseburger,Burger King
http://chubbygrub.com/food/royal-red-robin-burger/,1126,52,83,Royal Red Robin Burger®,Red Robin Gourmet Burgers
http://chubbygrub.com/food/rubys-classic-burger/,877,57,55,Ruby’s Classic Burger*,Ruby Tuesday
http://chubbygrub.com/food/sauteed-shroom-burger/,961,58,56,Sautéed ‘Shroom Burger,Red Robin Gourmet Burgers
http://chubbygrub.com/food/shiner-bock-bbq-burger-with-fries/,1680,166,87,Shiner Bock® BBQ Burger w/ fries,Chili's
http://chubbygrub.com/food/sirloin-cheeseburger/,900,52,60,Sirloin Cheeseburger,Jack in the Box
http://chubbygrub.com/food/sirloin-cheeseburger-with-bacon/,990,52,66,Sirloin Cheeseburger with Bacon,Jack in the Box
http://chubbygrub.com/food/sirloin-swiss-and-grilled-onion-burger/,880,52,59,Sirloin Swiss & Grilled Onion Burger,Jack in the Box
http://chubbygrub.com/food/breakfast-sampler-2/,1180,82,74,Breakfast Sampler,IHOP
http://chubbygrub.com/food/buttermilk-biscuit/,190,24,9,Buttermilk Biscuit,Denny's
http://chubbygrub.com/food/carrot-cake-with-walnuts/,590,86,24,Carrot Cake with Walnuts,Panera Bread
http://chubbygrub.com/food/cheese-blintzes-2/,1000,66,69,Cheese Blintzes,IHOP
http://chubbygrub.com/food/cheese-croissant-2/,360,41,19,Cheese Croissant,Atlanta Bread Company
http://chubbygrub.com/food/cheese-danish-2/,490,66,22,Cheese Danish,Atlanta Bread Company
http://chubbygrub.com/food/cheese-pastries/,400,44,22,Cheese Pastries,Panera Bread
http://chubbygrub.com/food/cheesy-bacon-bk-wrapper/,380,28,24,Cheesy Bacon BK Wrapper®,Burger King
http://chubbygrub.com/food/cheesy-western-omelette-with-fresh-fruit-2/,950,41,62,Cheesy Western Omelette with Fresh Fruit,IHOP
http://chubbygrub.com/food/cheesy-western-omelette-with-pancakes-2/,1330,89,77,Cheesy Western Omelette with Pancakes,IHOP
http://chubbygrub.com/food/cherry-pastries/,430,60,18,Cherry Pastries,Panera Bread
http://chubbygrub.com/food/chick-fil-a-chick-n-minis/,370,41,14,Chick-fil-A Chick-n-Minis™,Chick-fil-A
http://chubbygrub.com/food/chick-fil-a-chicken-biscuit/,440,47,20,Chick-fil-A® Chicken Biscuit,Chick-fil-A
http://chubbygrub.com/food/chick-fil-a-spicy-chicken-biscuit/,450,50,20,Chick-fil-A® Spicy Chicken Biscuit,Chick-fil-A
http://chubbygrub.com/food/lite-shrimp-skewer/,125,7,2,Lite Shrimp Skewer,FATZ
http://chubbygrub.com/food/mac-and-cheese-bites-truffle-dip/,990,45,78,"Mac & Cheese Bites, Truffle Dip",Romano's Macaroni Grill
http://chubbygrub.com/food/marinara-dipping-sauce/,70,9,2.5,Marinara Dipping Sauce,Olive Garden
http://chubbygrub.com/food/marinara-sauce/,35,4,1.5,Marinara Sauce,Olive Garden
http://chubbygrub.com/food/mediterranean-olives-without-bread/,150,4,16,Mediterranean Olives (Without Bread),Romano's Macaroni Grill
http://chubbygrub.com/food/mini-corn-dogs/,713,49,24,Mini Corn Dogs,Buffalo Wild Wings
http://chubbygrub.com/food/monster-mozza-sticks-2/,770,68,38,Monster Mozza Sticks,IHOP
http://chubbygrub.com/food/mozzarella-cheese-sticks-add-marinara-sauce/,560,58,20,Mozzarella Cheese Sticks (add marinara sauce),Denny's
http://chubbygrub.com/food/mozzarella-sticks/,560,52,22,Mozzarella Sticks,Buffalo Wild Wings
http://chubbygrub.com/food/mozzarella-sticks-2/,710,68,36,Mozzarella Sticks,Joe's Crab Shack
http://chubbygrub.com/food/mozzarella-sticks-3/,940,84,48,Mozzarella Sticks,Applebee's
http://chubbygrub.com/food/mussels-di-napoli/,180,13,8,Mussels di Napoli,Olive Garden
http://chubbygrub.com/food/nacho-ordinary-chili-nachos/,1963,132,129,Nacho Ordinary Chili Nachos,Red Robin Gourmet Burgers
http://chubbygrub.com/food/nacho-ordinary-chili-nachos-with-chicken/,2090,133,131,Nacho Ordinary Chili Nachos w/Chicken,Red Robin Gourmet Burgers
http://chubbygrub.com/food/naked-tenders-6-each/,260,34,12,Naked Tenders (6 each),Buffalo Wild Wings
http://chubbygrub.com/food/new-england-clam-chowder-2/,250,22,13,New England Clam Chowder,Joe's Crab Shack
http://chubbygrub.com/food/onion-rings-9/,1250,140,69,Onion Rings,IHOP
http://chubbygrub.com/food/parmesan-fries/,790,61,57,Parmesan Fries,Romano's Macaroni Grill
http://chubbygrub.com/food/parmesan-peppercorn-sauce/,300,6,30,Parmesan-Peppercorn Sauce,Olive Garden
http://chubbygrub.com/food/peasant-bread/,480,89,6,Peasant Bread,Romano's Macaroni Grill
http://chubbygrub.com/food/sirloin-swiss-and-grilled-onion-burger-with-bacon/,970,52,65,Sirloin Swiss & Grilled Onion Burger with Bacon,Jack in the Box
http://chubbygrub.com/food/small-cheeseburger-2/,350,32,19,Small Cheeseburger,Hardee's
http://chubbygrub.com/food/small-hamburger-2/,310,31,15,Small Hamburger,Hardee's
http://chubbygrub.com/food/smokehouse-burger/,1175,82,73,Smokehouse Burger*,Ruby Tuesday
http://chubbygrub.com/food/smokehouse-triple-prime-burger/,1214,73,81,Smokehouse Triple Prime Burger*,Ruby Tuesday
http://chubbygrub.com/food/son-of-baconator/,670,41,37,Son of Baconator®,Wendy's
http://chubbygrub.com/food/sourdough-jack/,660,40,44,Sourdough Jack®,Jack in the Box
http://chubbygrub.com/food/sourdough-steak-melt/,650,38,38,Sourdough Steak Melt,Jack in the Box
http://chubbygrub.com/food/sourdough-ultimate-cheeseburger/,870,38,63,Sourdough Ultimate Cheeseburger™,Jack in the Box
http://chubbygrub.com/food/chicken-apple-sausage-2-patties/,110,110,110,"Chicken Apple Sausage, 2-patties",Corner Bakery Cafe
http://chubbygrub.com/food/chicken-biscuit-2/,490,47,26,Chicken Biscuit,Popeye's
http://chubbygrub.com/food/chicken-biscuit/,350,39,15,Chicken Biscuit*,Arby's
http://chubbygrub.com/food/chicken-fajita-omelette-2/,960,22,65,Chicken Fajita Omelette,IHOP
http://chubbygrub.com/food/chicken-fillet-biscuit-2/,500,50,26,Chicken Fillet Biscuit,Hardee's
http://chubbygrub.com/food/pork-wonton-tacos/,820,68,41,Pork Wonton Tacos,Applebee's
http://chubbygrub.com/food/potato-skins/,1090,66,103,Potato Skins,Applebee's
http://chubbygrub.com/food/potato-twisters/,970,81,60,Potato Twisters,Applebee's
http://chubbygrub.com/food/pulled-pork-slammers/,1167,105,51,Pulled Pork Slammers,Buffalo Wild Wings
http://chubbygrub.com/food/queso-and-chips/,317,28,20,Queso & Chips,Ruby Tuesday
http://chubbygrub.com/food/queso-blanco/,1330,114,82,Queso Blanco,Applebee's
http://chubbygrub.com/food/queso-blanco-with-chili/,1440,118,89,Queso Blanco with chili,Applebee's
http://chubbygrub.com/food/queso-chili-fries/,862,92,40,Queso Chili Fries,Buffalo Wild Wings
http://chubbygrub.com/food/roasted-chicken-platter/,600,49,24,Roasted Chicken Platter,Fazoli's
http://chubbygrub.com/food/roasted-garlic-mushrooms/,360,44,18,Roasted Garlic Mushrooms,Buffalo Wild Wings
http://chubbygrub.com/food/rrs-buzzard-wings/,1076,4,84,RR’s Buzzard Wings®,Red Robin Gourmet Burgers
http://chubbygrub.com/food/sampler-italiano-chicken-fingers/,330,22,16,Sampler Italiano – Chicken Fingers,Olive Garden
http://chubbygrub.com/food/sampler-italiano-fried-mozzarella/,370,26,22,Sampler Italiano – Fried Mozzarella,Olive Garden
http://chubbygrub.com/food/sampler-italiano-fried-zucchini/,370,42,20,Sampler Italiano – Fried Zucchini,Olive Garden
http://chubbygrub.com/food/sampler-italiano-marinara-sauce/,35,4,1.5,Sampler Italiano – Marinara Sauce,Olive Garden
http://chubbygrub.com/food/sampler-italiano-parmesan-peppercorn-sauce/,300,6,30,Sampler Italiano – Parmesan-Peppercorn Sauce,Olive Garden
http://chubbygrub.com/food/sampler-italiano-toasted-beef-sampler-italiano-pork-ravioli/,360,39,16,Sampler Italiano – Toasted Beef & Sampler Italiano – Pork Ravioli,Olive Garden
http://chubbygrub.com/food/sampler-italiano-tomato-sauce/,45,6,1.5,Sampler Italiano – Tomato Sauce,Olive Garden
http://chubbygrub.com/food/sampler-italiano-calamari/,440,32,27,Sampler Italiano -Calamari,Olive Garden
http://chubbygrub.com/food/sampler-italiano-stuffed-mushrooms/,280,15,19,Sampler Italiano -Stuffed Mushrooms,Olive Garden
http://chubbygrub.com/food/chicken-florentine-crepes-2/,880,48,53,Chicken Florentine Crepes,IHOP
http://chubbygrub.com/food/chicken-fried-chicken-and-eggs-withcountry-gravy-2/,1240,105,69,Chicken Fried Chicken & Eggs w/Country Gravy,IHOP
http://chubbygrub.com/food/chicken-fried-chicken-and-eggs-withsausage-gravy-2/,1300,107,73,Chicken Fried Chicken & Eggs w/Sausage Gravy,IHOP
http://chubbygrub.com/food/chicken-sausage-patty-1/,110,0,9,Chicken Sausage Patty (1),Denny's
http://chubbygrub.com/food/chicken-egg-and-cheese-on-sunflower-multigrain-bagel/,490,49,20,"Chicken, Egg & Cheese on Sunflower Multigrain Bagel",Chick-fil-A
http://chubbygrub.com/food/chive-cream-cheese-2/,170,6,15,Chive Cream Cheese,Atlanta Bread Company
http://chubbygrub.com/food/chocolate-chip-muffie/,320,46,14,Chocolate Chip Muffie,Panera Bread
http://chubbygrub.com/food/chocolate-chip-muffin-2/,640,83,31,Chocolate Chip Muffin,Atlanta Bread Company
http://chubbygrub.com/food/chocolate-chip-muffin-top-2/,390,51,19,Chocolate Chip Muffin Top,Atlanta Bread Company
http://chubbygrub.com/food/chocolate-chip-pancakes-four-2/,720,112,24,Chocolate Chip Pancakes (4),IHOP
http://chubbygrub.com/food/chocolate-croissant-2/,560,68,28,Chocolate Croissant,Atlanta Bread Company
http://chubbygrub.com/food/chocolate-muffin-v/,530,62,28,Chocolate Muffin – V,Corner Bakery Cafe
http://chubbygrub.com/food/chocolate-pastries/,410,47,23,Chocolate Pastries,Panera Bread
http://chubbygrub.com/food/chorizo-and-eggs-2/,1400,111,82,Chorizo & Eggs,IHOP
http://chubbygrub.com/food/cini-minis-4-minis/,400,52,18,Cini‐minis (4 minis),Burger King
http://chubbygrub.com/food/cinn-a-stack-french-toast-2/,1120,126,54,CINN-A-STACK® French Toast,IHOP
